id,artist,title,medium,year
41652,"turner, joseph mallord william","four views on lake maggiore; including luino, the castelli cannero and the rocca di caldé",graphite on paper,1819
39885,"turner, joseph mallord william",fourth of june at eton,watercolour on paper,1816
23907,"varley, john","studies of peasant women, and a horseman. verso: similar studies",ink and watercolour on paper. verso: ink and watercolour on paper,
43303,"turner, joseph mallord william",two views between naples and rome: bay of gaeta; and ariccia,graphite on paper,1819
4072,"eardley, joan",salmon net posts,oil paint on board,1961
62687,"turner, joseph mallord william",on the coast,graphite on paper,1845
4091,"egg, augustus leopold","past and present, no. 1",oil paint on canvas,1858
34136,"turner, joseph mallord william",verses (inscription by turner),ink and graphite on paper,1808
51562,"turner, joseph mallord william","view, with distant church, etc.",graphite on paper,1832
34644,"turner, joseph mallord william",accounts (inscriptions by turner),pen and ink and graphite on paper,1808
9138,"mcmillan, william",the birth of venus,portland stone,1931
22724,"dance-holland, sir nathaniel",a reforming alehouse keeper,"graphite, ink and watercolour on paper",
9967,"moore, henry, om, ch",friday night camden town,lithograph on paper,1975
56740,"turner, joseph mallord william",coast scene,graphite on paper,1835
121399,"almeida, helena",drawing (with pigment),ink and pastel on paper. verso: ink on paper,1995
13215,"scott, tim",trireme,perspex and steel,1968
11621,"phillips, esq tom",6,lithograph on paper,1972
69620,"jones, george",[title not known],ink on paper,
6122,"hermes, gertrude",the yolk,wood engraving on paper,1954
20917,"wilkie, sir david",reading the will,etching on paper on paper,1819
23759,"stothard, thomas",scene from ‘edward’,"graphite, ink and watercolour on paper",
1396,"boyd and evans, fionnuala and leslie",the wall,acrylic paint on canvas,1986
7715,"jones, george",[title not known],watercolour and graphite on paper,
62194,"turner, joseph mallord william","valley, with mountains",graphite on paper,1844
45737,"turner, joseph mallord william","river, with distant hills",graphite on paper,1824
83168,"kippenberger, martin",event poster s.o. 36,lithograph on paper,1979
40038,"turner, joseph mallord william","distant view of aachen, with ruined building in the foreground",graphite on paper,1817
58527,"turner, joseph mallord william",venice,graphite on paper,1840
3296,"daniell, william",view from mount edgecumbe,copper plate,1814
67797,"kokoschka, oskar",[no title],pastel on paper,1954
41140,"turner, joseph mallord william",a study of clouds,graphite on paper,1819
52878,"turner, joseph mallord william",?bridge over the greta at rokeby park,graphite on paper,1831
7645,"jones, george",[title not known],ink and graphite on paper,
28118,"turner, joseph mallord william","valle crucis abbey, with dinas brân",graphite and watercolour on paper,1794
4912,"gainsborough, thomas","wooded mountain landscape with figures, church and river",pastel on paper,1785
5697,"gross, anthony","liberation and battle of france: cherbourg, battalion h.q. of the east yorks",ink and watercolour on paper,1944
9626,"monro, nicholas",girl at window,screenprint on paper,1970
69849,"jones, george",[title not known],ink and graphite on paper,
33370,"turner, joseph mallord william","a wooded river bank, eel traps in the water",graphite on paper,1807
42295,"turner, joseph mallord william","the so-called temple of vesta, tivoli",graphite on paper,1819
45704,"turner, joseph mallord william",buildings,graphite on paper,1824
3857,"de wint, peter","westmorland hills, bordering the ken",watercolour on paper,
22910,"gainsborough, thomas",tree study,graphite and chalk on paper,
13565,"smith, richard",proscenium,screenprint on paper,1969
64709,"turner, joseph mallord william",[title not known],watercolour on paper,1823
35047,"turner, joseph mallord william",a figure in a boat,graphite on paper,1809
30630,"turner, joseph mallord william","bothwell castle seen among trees from the south, from the opposite bank of the clyde",graphite on paper,1801
24181,"dance-holland, sir nathaniel",[title not known],"ink, graphite and watercolour on paper",
9697,"moore, henry, om, ch",two upright motives,lithograph on paper,1966
45441,"turner, joseph mallord william",shipping,graphite on paper,1823
30509,"turner, joseph mallord william",trees ?beside a road in taymouth park,graphite on paper,1801
1547,"broodthaers, marcel",atlas,lithograph on paper,1975
51717,"turner, joseph mallord william","view, with castle",graphite on paper,1832
53517,"turner, joseph mallord william",gala water and galashiels,graphite on paper,1834
44807,"turner, joseph mallord william",scenes on the medway,graphite on paper,1820
48317,"turner, joseph mallord william",ruins,graphite on paper,1828
62272,"turner, joseph mallord william","rheinfelden, the covered bridge from the north",graphite and watercolour on paper,1844
35732,"turner, joseph mallord william",a wooded river valley,graphite on paper,1807
5062,"gentleman, david",beaumaris,screenprint on paper,1971
19070,"holzer, jenny",[no title],lithograph on paper,1979
719,"barker, clive",zip ii,screenprint on paper,1965
118598,"fairhurst, angus",a man abandoned by colour,"photograph, gelatin silver print on paper",1991
59877,"turner, joseph mallord william","wooden bridge, with mountains",graphite on paper,1837
23977,"wharncliffe, lady",[title not known],graphite on paper,
50443,"turner, joseph mallord william","nantes: the eastern end of the ile feydeau, with the bras de bourse, and the tour bouffay on the right",graphite on paper,1826
64795,"turner, joseph mallord william",inscription by turner: numbers or a calculation,graphite on paper,1834
1822,"burne-jones, sir edward coley, bt",study of hands for ‘king cophetua and the beggar maid’ (n01771),graphite on paper,
4183,"eurich, richard",night raid on portsmouth docks,oil paint on canvas,1941
64693,"turner, joseph mallord william",inscription by turner,graphite on paper,1819
19881,"turner, joseph mallord william","havre, engraved by willmore",engraving on paper,1834
29075,"turner, joseph mallord william",a rocky coast,graphite and watercolour on paper,1798
63496,"de loutherbourg, philip james","the river teign at teignmouth, looking east","pen and ink, graphite and watercolour on paper",1786
58008,"turner, joseph mallord william","prague: hradcany and an extensive prospect of the little quarter and down the vltava, from petrín hill",graphite on paper,1835
61710,"turner, joseph mallord william",town among mountains. grandone [turner] (?grandola),graphite on paper,1830
24375,"chinnery, george",[title not known],ink and watercolour on paper,
34169,"turner, joseph mallord william",men fishing,graphite on paper,1808
69718,"jones, george",[title not known],ink on paper,
28906,"turner, joseph mallord william",a town seen across a river with a bridge ?under repair (?brecon castle),graphite on paper,1798
51599,"turner, joseph mallord william",distant view of paris,graphite on paper,1832
36257,"turner, joseph mallord william",?the folly tower above penlee point; plymouth harbour from mount edgcumbe,graphite on paper,1811
31572,"turner, joseph mallord william",dolbadarn castle and the llanberis pass,graphite and watercolour on paper,1799
22892,"fuseli, henry","sheet of studies: three female heads, an arm and a hand. verso: heroic male nude and a face in profile",graphite and chalk on paper. verso: graphite on paper,1817
27304,"ophir, gilad",yerucham,"photograph, gelatin silver print on paper",1999
64576,"turner, joseph mallord william",[title not known],graphite on paper,1814
58281,"turner, joseph mallord william","(1)-(3) buildings seen between berlin and dresden; (4) dresden: view down the elbe towards the palais brühl, hofkirche and bridge",graphite on paper,1835
9706,"moore, henry, om, ch",studies for head and shoulders sculpture,intaglio print on paper,1967
63246,"turner, joseph mallord william",sunset: a fish market on the beach,"watercolour, gouache and pen and watercolour on paper",1835
23479,"rowlandson, thomas",two women sewing by candlelight,watercolour and graphite on paper,
1655,"buckley, stephen",[no title],intaglio print on paper,1977
31961,"turner, joseph mallord william",a waterfall near a mountain village,gouache and graphite on paper,1802
232,"douglas, stan",strathcona alley and stamps,"photograph, colour, chromogenic print, on paper",1998
54084,"turner, joseph mallord william",river tay near perth with kinnoull tower and shipping,graphite on paper,1834
64372,"turner, joseph mallord william",[title not known],graphite on paper,1832
43555,"turner, joseph mallord william","view of the roman forum with the temple of castor and pollux, rome",graphite on paper,1819
23134,"laroon, marcellus, the younger",tavern scene,graphite on paper,
56220,"turner, joseph mallord william","cochem, on the moselle","gouache, graphite and watercolour on paper",1834
99377,"roberts, william",study for ‘i’ll put a tuck in ‘em’,graphite on paper,1948
43206,"turner, joseph mallord william","four views on the sorrentine peninsula, including capo la gala and vico equense",graphite on paper,1819
5745,"guttuso, renato",campieri,watercolour on paper,1949
83177,"kippenberger, martin",farewell to the youth bonus ii,screenprint on paper,1984
62398,"turner, joseph mallord william",view of town; also some figures,graphite on paper,1845
41631,"turner, joseph mallord william",two views of lake como; including one of laglio from the north,graphite on paper,1819
14689,"turner, joseph mallord william",the crypt of kirkstall abbey,"etching, aquatint and mezzotint on paper",1812
69823,"jones, george",[title not known],ink and graphite on paper,
42283,"turner, joseph mallord william","harbour, with town on hill",graphite on paper,1828
10655,"nicholson, ben, om",small still life,etching on paper,1967
81195,"meyer, klaus","reclining girl overlooking hampstead pond, evening",woodcut and linocut on paper,1985
16628,"short, sir frank",dumbarton rock,mezzotint on paper,1937
14197,"tillyer, william",valley,etching on paper,1974
15188,"turner, joseph mallord william","saltash, cornwall",etching on paper,1827
105296,"hamilton, richard",hugh gaitskell as a famous monster of filmland (1963),collotype and screenprint on paper,1982
29457,"turner, joseph mallord william",dolbadarn castle from below,graphite on paper,1799
3760,"denny, robyn",[no title],screenprint on paper,1970
59709,"turner, joseph mallord william",shipping,graphite on paper,1835
26204,"landers, sean",remissionem peccatorum,"video, colour and sound (stereo)",1994
